,,,DBN,School Name,School Type,Enrollment,Impact Score,Performance Score,Instruction and Performance - Rating,Safety and School Climate - Rating,Relationships with Families - Rating,Instruction/Learning Environment - School Percent Positive,Advising and Planning - School Percent Positive,Safety - School Percent Positive,School Leadership - School Percent Positive,Student Support - School Percent Positive,Teaching Environment - School Percent Positive,Communication - School Percent Positive,Family Involvement - School Percent Positive,Family-School Trust - School Percent Positive,Average Incoming ELA Proficiency (Based on 5th Grade),Average Incoming Math Proficiency (Based on 5th Grade),Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Percentage of students recommended for general ed settings with Special Ed Teacher Support Services (SETSS),Percentage of students recommended for Integrated Co-Teaching (ICT) services,Percentage of students recommended for Special Class (SC) services,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Student Percent - Asian,Student Percent - Black,Student Percent - Hispanic,Student Percent - Native American,Student Percent - Native Hawaiian or Pacific Islander,Student Percent - White,Teacher Percent - Asian,Teacher Percent - Black,Teacher Percent - Hispanic,Teacher Percent - Native American,Teacher Percent - Native Hawaiian or Pacific Islander,Teacher Percent - White,Nearby Student Distance (mi),Nearby Student Percent - Asian,Nearby Student Percent - Black,Nearby Student Percent - Hispanic,Nearby Student Percent - Native American,Nearby Student Percent - Native Hawaiian or Pacific Islander,Nearby Student Percent - White,District Percent - Asian,District Percent - Black,District Percent - Hispanic,District Percent - Native American,District Percent - Native Hawaiian or Pacific Islander,District Percent - White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Average Student Attendance,Percentage of Students with >90% Attendance,Teacher Attendance Rate,Percentage of students with IEPs receiving all recommended special education programs,Percentage of students with IEPs receiving some recommended special education programs,Percentage of students with IEPs receiving no recommended special education programs,Percentage of students with IEPs receiving all recommended related services,Percentage of students with IEPs receiving some recommended related services,Percentage of students with IEPs receiving no recommended related services
,,,10X051,The Bronx STEM and Arts Academy,Elementary,110,0.31,0.3,Fair,Good,Excellent,0.88,1,0.91,0.88,0.86,0.87,0.99,0.96,0.99,,,0.555,0.445,0,0.164,0.282,0,0.173,0.027,> 95%,0.173,0.918,0.009,0.236,0.718,0.018,0,0.018,N<5,N<5,N<5,0,0,0.385,0.2,0.004,0.239,0.716,0.008,0.002,0.019,0.038,0.129,0.753,0.008,0.003,0.057,9.2,0.692,0.916,0.678,0.933,1,0,0,0.97,N/A,N/A
,,,10X054,P.S./I.S. 54,Elementary,310,0.28,0.25,Fair,Good,Good,0.88,0.67,0.71,0.78,0.95,0.84,0.97,0.93,0.94,,,0.506,0.494,0,0.19,0.248,0.026,0.071,0.097,0.948,0.265,0.916,0.013,0.171,0.784,0.006,0.013,0.013,N<5,N<5,0.586,0,0,0.31,0.2,0.014,0.258,0.691,0.007,0.007,0.021,0.038,0.129,0.753,0.008,0.003,0.057,2,0.759,0.905,0.67,0.93,0.95,N/A,N/A,1,0,0
,,,10X056,P.S. 056 Norwood Heights,Elementary,626,0.4,0.4,Fair,Excellent,Excellent,0.94,1,0.92,0.97,0.98,0.98,0.98,0.9,0.99,,,0.482,0.518,0,0.222,0.264,0.019,0.112,0.086,0.907,0.227,0.84,0.182,0.072,0.644,0.008,0.006,0.07,N<5,N<5,0.143,0,0,0.714,0.1,0.09,0.074,0.733,0.009,0.004,0.072,0.038,0.129,0.753,0.008,0.003,0.057,9.2,0.878,0.896,0.593,0.951,0.94,0.06,0,0.99,N/A,N/A
,,,10X059,P.S. 059 The Community School of Technology,Elementary,345,0.35,0.24,Fair,Good,Excellent,0.9,0.82,0.75,0.89,0.88,0.9,0.96,0.99,0.97,,,0.467,0.533,0,0.229,0.342,0.003,0.133,0.177,> 95%,0.278,0.928,0.003,0.345,0.629,0.006,0,0.014,0,N<5,0.351,0,0,0.486,0.2,0.004,0.304,0.658,0.009,0.004,0.016,0.038,0.129,0.753,0.008,0.003,0.057,13,0.892,0.888,0.537,0.961,0.99,N/A,N/A,0.98,N/A,N/A
,,,10X077,Bedford Park Elementary School,Elementary,431,0.29,0.29,Fair,Good,Excellent,0.81,1,0.77,0.85,0.81,0.84,0.96,0.96,0.97,,,0.513,0.487,0,0.36,0.211,0.007,0.093,0.077,0.89,0.165,0.812,0.162,0.063,0.671,0.012,0.005,0.084,N<5,N<5,0.682,0,0,0.182,0.2,0.179,0.093,0.611,0.008,0.006,0.091,0.038,0.129,0.753,0.008,0.003,0.057,10.2,0.841,0.89,0.571,0.973,0.9,N/A,N/A,0.97,N/A,N/A
,,,10X080,J.H.S. 080 The Mosholu Parkway,Middle,609,0.48,0.33,Good,Good,Good,0.84,0.92,0.68,0.91,0.77,0.88,0.95,0.87,0.95,2.33,2.16,0.455,0.545,0,0.342,0.22,0.057,0.048,0.097,0.933,0.3,0.854,0.059,0.107,0.793,0.015,0.002,0.025,N<5,0.114,0.682,N<5,0,0.136,0.4,0.073,0.12,0.746,0.012,0.007,0.038,0.033,0.139,0.777,0.007,0.002,0.037,1.9,0.5,0.889,0.578,0.958,0.99,N/A,N/A,0.96,N/A,N/A
,,,10X081,P.S. 081 Robert J. Christen,Elementary,700,0.58,0.67,Excellent,Excellent,Excellent,0.89,0.96,0.9,0.88,0.94,0.93,0.98,0.96,0.97,,,0.483,0.517,0,0.073,0.203,0.02,0.101,0.066,0.436,0.041,0.409,0.053,0.079,0.48,0.006,0.003,0.321,N<5,N<5,0.16,0,0,0.78,0.5,0.044,0.085,0.439,0.012,0.002,0.363,0.038,0.129,0.753,0.008,0.003,0.057,12,0.84,0.929,0.754,0.965,0.98,N/A,N/A,0.98,N/A,N/A
,,,10X085,P.S. 085 Great Expectations,Elementary,605,0.36,0.3,Fair,Fair,Good,0.78,0.85,0.51,0.68,0.76,0.76,0.94,0.9,0.93,,,0.466,0.534,0,0.278,0.226,0.008,0.104,0.088,> 95%,0.225,0.914,0.005,0.284,0.686,0.01,0.002,0.005,N<5,0.141,0.328,0,0,0.484,0.1,0,0.361,0.615,0.012,0,0.007,0.038,0.129,0.753,0.008,0.003,0.057,5.5,0.703,0.906,0.641,0.959,0.99,N/A,N/A,1,N/A,N/A
,,,10X086,P.S. 086 Kingsbridge Heights,Elementary,1137,0.56,0.46,Good,Excellent,Excellent,0.91,1,0.83,0.91,0.95,0.95,0.98,0.94,0.98,,,0.482,0.518,0,0.335,0.269,0.033,0.097,0.104,0.94,0.254,0.871,0.031,0.06,0.874,0.006,0.002,0.019,0.043,N<5,0.44,0,0,0.491,0.3,0.027,0.086,0.85,0.003,0.003,0.026,0.038,0.129,0.753,0.008,0.003,0.057,12.7,0.845,0.904,0.638,0.949,0.97,N/A,N/A,0.96,0,0.04
,,,10X091,P.S. 091 Bronx,Elementary,358,0.48,0.35,Fair,Fair,Excellent,0.74,1,0.7,0.73,0.86,0.76,0.97,0.95,0.99,,,0.503,0.497,0,0.441,0.313,0.006,0.159,0.128,> 95%,0.372,0.908,0.034,0.115,0.813,0.02,0,0.017,N<5,0.122,0.488,N<5,N<5,0.366,0.1,0.025,0.143,0.795,0.009,0,0.014,0.038,0.129,0.753,0.008,0.003,0.057,14.2,0.781,0.901,0.576,0.967,0.93,N/A,N/A,0.89,N/A,N/A
,,,10X094,P.S. 094 Kings College School,Elementary,815,0.24,0.2,Fair,Fair,Good,0.76,1,0.61,0.71,0.77,0.71,0.95,0.9,0.93,,,0.503,0.497,0,0.297,0.249,0.007,0.137,0.076,0.94,0.227,0.872,0.099,0.109,0.744,0.017,0.001,0.023,N<5,0.16,0.494,N<5,N<5,0.333,0.2,0.079,0.116,0.753,0.008,0.003,0.029,0.038,0.129,0.753,0.008,0.003,0.057,3,0.864,0.905,0.613,0.966,0.96,0.04,0,0.98,0,0.02
,,,10X095,P.S. 095 Sheila Mencher,K-8,862,0.46,0.34,Fair,,Excellent,,,,,,,0.97,0.94,0.97,,,0.486,0.514,0,0.208,0.222,0.009,0.106,0.079,0.913,0.249,0.864,0.05,0.142,0.753,0.006,0.003,0.035,0.061,0.122,0.268,0,0,0.537,0.4,0.024,0.195,0.698,0.005,0.004,0.057,0.035,0.138,0.763,0.007,0.003,0.044,17.2,0.842,0.899,0.606,0.961,0.94,N/A,N/A,0.96,0,0.04
,,,10X118,J.H.S. 118 William W. Niles,Middle,504,0.43,0.45,Fair,Fair,Good,0.74,0.92,0.58,0.67,0.67,0.73,0.92,0.89,0.92,2.86,2.71,0.486,0.514,0,0.179,0.206,0.004,0.093,0.099,0.936,0.256,0.877,0.179,0.179,0.565,0.034,0.004,0.032,N<5,0.203,0.237,0,0,0.475,0.8,0.004,0.26,0.713,0.007,0.002,0.01,0.033,0.139,0.777,0.007,0.002,0.037,2.2,0.797,0.896,0.613,0.957,0.96,N/A,N/A,1,0,0
,,,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Middle,690,0.43,0.59,Good,Good,Good,0.76,0.82,0.62,0.78,0.65,0.82,0.9,0.86,0.91,3.33,3.23,0.448,0.552,0,0.087,0.196,0.004,0.12,0.054,0.536,0.089,0.483,0.075,0.093,0.561,0.001,0.003,0.235,N<5,0.13,0.21,0,0,0.58,0.7,0.071,0.06,0.626,0,0.002,0.204,0.033,0.139,0.777,0.007,0.002,0.037,17.2,0.87,0.942,0.838,0.976,0.81,N/A,N/A,0.98,0,0.02
,,,10X159,P.S. 159 Luis Munoz Marin Biling,Elementary,139,0.36,0.3,Fair,Excellent,Excellent,0.92,1,0.93,0.9,0.96,0.95,0.97,0.95,0.96,,,0.59,0.41,0,0.252,0.259,0.094,0.115,0,> 95%,0.201,0.942,0,0.115,0.878,0.007,0,0,N<5,N<5,0.769,N<5,N<5,N<5,0.2,0.003,0.366,0.601,0.011,0.005,0.008,0.038,0.129,0.753,0.008,0.003,0.057,3,0.923,0.929,0.753,0.958,1,0,0,1,0,0
,,,10X205,P.S. 205 Fiorello LaGuardia,Elementary,537,0.45,0.36,Fair,Good,Good,0.84,0.9,0.69,0.81,0.88,0.86,0.95,0.87,0.93,,,0.492,0.508,0,0.281,0.285,0.004,0.136,0.114,> 95%,0.21,0.922,0.006,0.13,0.803,0.007,0.004,0.047,N<5,N<5,0.311,0,0,0.59,0.2,0.007,0.178,0.771,0.005,0.002,0.026,0.038,0.129,0.753,0.008,0.003,0.057,8,0.869,0.901,0.617,0.953,0.88,0.05,0.07,0.98,0,0.02
,,,10X206,I.S. 206 Ann Mersereau,Middle,225,0.52,0.35,Good,Good,Excellent,0.82,0.88,0.7,0.81,0.78,0.91,0.98,0.98,0.98,2.26,2.14,0.484,0.516,0,0.373,0.302,0,0.098,0.204,> 95%,0.409,0.893,0.004,0.116,0.858,0.004,0,0.018,N<5,N<5,0.429,0,0,0.333,0.2,0.012,0.146,0.821,0.002,0.002,0.016,0.033,0.139,0.777,0.007,0.002,0.037,8,0.905,0.911,0.665,0.941,0.97,N/A,N/A,0.85,0,0.15
,,,10X207,P.S. 207,Elementary,315,0.41,0.39,Fair,Excellent,Good,0.95,1,0.97,0.96,0.96,0.98,0.95,0.93,0.95,,,0.479,0.521,0,0.254,0.219,0,0.165,0.022,0.906,0.289,0.825,0.038,0.089,0.806,0.003,0,0.06,N<5,N<5,0.455,0,0,0.424,0.2,0.025,0.106,0.827,0.003,0,0.036,0.038,0.129,0.753,0.008,0.003,0.057,8,0.788,0.905,0.574,0.953,0.93,N/A,N/A,1,0,0
,,,10X225,Theatre Arts Production Company School,Middle,95,0.45,0.45,Good,Fair,Good,0.74,0.81,0.64,0.81,0.68,0.77,0.9,0.89,0.95,2.79,2.39,0.611,0.389,0,0.084,0.263,0.011,0.179,0.053,0.932,0.145,0.9,0,0.211,0.768,0.011,0,0.011,0.089,0.179,0.179,0,0,0.482,0.6,0.008,0.222,0.748,0.006,0.002,0.011,0.033,0.139,0.777,0.007,0.002,0.037,12.5,0.875,0.882,0.604,0.946,0.94,N/A,N/A,0.97,N/A,N/A
,,,10X226,P.S. 226,Elementary,272,0.53,0.45,Good,Excellent,Excellent,0.9,1,0.83,0.89,0.86,0.93,0.97,0.95,0.96,,,0.467,0.533,0,0.353,0.206,0.074,0,0.11,> 95%,0.158,0.912,0.004,0.158,0.816,0.004,0,0.015,N<5,N<5,0.5,0,0,0.433,0.2,0.012,0.232,0.737,0.008,0,0.012,0.038,0.129,0.753,0.008,0.003,0.057,22.1,0.433,0.928,0.734,0.963,0.94,N/A,N/A,1,0,0
,,,10X228,Jonas Bronck Academy,Middle,266,0.38,0.49,Fair,Excellent,Good,0.8,0.83,0.63,0.89,0.7,0.94,0.94,0.9,0.96,2.91,2.75,0.534,0.466,0,0.075,0.188,0,0.147,0.026,0.903,0.156,0.859,0.056,0.158,0.741,0.008,0.008,0.026,0.172,0.172,0.31,0,0,0.345,0.5,0.011,0.175,0.784,0.007,0.002,0.014,0.033,0.139,0.777,0.007,0.002,0.037,12,0.586,0.934,0.806,0.993,0.98,N/A,N/A,1,0,0
,,,10X243,West Bronx Academy for the Future,Middle,253,0.25,0.24,Needs Improvement,Fair,Good,0.62,0.8,0.5,0.73,0.59,0.61,0.87,0.84,0.93,2.48,2.26,0.542,0.458,0,0.182,0.261,0.004,0.166,0.071,> 95%,0.166,0.906,0.012,0.146,0.822,0,0.004,0.016,N<5,0.245,0.377,0,0,0.321,0.5,0.005,0.215,0.751,0.005,0.003,0.015,0.033,0.139,0.777,0.007,0.002,0.037,20.2,0.849,0.927,0.766,0.949,0.9,N/A,N/A,0.96,0,0.04
,,,10X244,The New School for Leadership and Journalism,Middle,585,0.59,0.47,Excellent,Excellent,Excellent,0.86,0.96,0.68,0.92,0.76,0.92,0.98,0.94,0.99,2.45,2.22,0.497,0.503,0,0.217,0.217,0.007,0.109,0.075,0.921,0.27,0.86,0.01,0.082,0.88,0.002,0,0.024,0,0.176,0.353,0,0,0.451,0.4,0.013,0.102,0.858,0.003,0,0.024,0.033,0.139,0.777,0.007,0.002,0.037,10.4,0.843,0.915,0.707,0.955,0.98,N/A,N/A,0.99,N/A,N/A
,,,10X246,P.S. 246 Poe Center,Elementary,483,0.4,0.34,Fair,Fair,Excellent,0.85,0.6,0.59,0.85,0.8,0.87,0.99,0.95,0.99,,,0.441,0.559,0,0.371,0.217,0.023,0.099,0.058,> 95%,0.17,0.913,0.01,0.089,0.857,0,0,0.041,N<5,N<5,0.453,0,0,0.396,0.2,0.019,0.138,0.795,0.005,0.005,0.031,0.038,0.129,0.753,0.008,0.003,0.057,7.1,0.83,0.903,0.579,0.953,0.95,N/A,N/A,0.96,0,0.04
,,,10X254,I.S. 254,Middle,473,0.48,0.34,Good,Good,Good,0.78,0.94,0.5,0.83,0.67,0.79,0.91,0.89,0.93,2.37,2.09,0.482,0.518,0,0.247,0.285,0.011,0.156,0.106,> 95%,0.273,0.901,0.008,0.131,0.818,0.011,0.002,0.021,N<5,0.167,0.429,0,0,0.262,0.4,0.006,0.211,0.758,0.006,0.002,0.012,0.033,0.139,0.777,0.007,0.002,0.037,6.1,0.762,0.908,0.686,0.964,0.96,N/A,N/A,0.92,0,0.08
,,,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",K-8,695,0.57,0.41,Good,Excellent,Excellent,0.9,0.95,0.73,0.96,0.81,0.98,0.98,0.92,0.96,,,0.506,0.494,0,0.227,0.245,0.017,0.109,0.096,> 95%,0.308,0.917,0.022,0.154,0.807,0.004,0.001,0.009,N<5,0.136,0.333,0,0,0.424,0.2,0.02,0.165,0.796,0.005,0.005,0.006,0.035,0.138,0.763,0.007,0.003,0.044,12,0.924,0.927,0.71,0.964,0.99,N/A,N/A,1,0,0
,,,10X280,P.S./M.S. 280 Mosholu Parkway,K-8,701,0.51,0.36,Fair,Good,Good,0.79,0.92,0.65,0.83,0.74,0.88,0.94,0.89,0.89,,,0.478,0.522,0,0.204,0.277,0,0.165,0.084,0.94,0.262,0.862,0.061,0.088,0.783,0.006,0.023,0.031,0,N<5,0.318,0,0,0.606,0.2,0.084,0.092,0.753,0.007,0.019,0.038,0.035,0.138,0.763,0.007,0.003,0.044,17.5,0.818,0.888,0.549,0.948,0.97,N/A,N/A,0.98,N/A,N/A
,,,10X291,P.S. 291,Elementary,361,0.57,0.48,Good,Excellent,Excellent,0.92,0.95,0.86,0.94,0.94,0.96,0.98,0.99,0.99,,,0.479,0.521,0,0.277,0.269,0.022,0.075,0.139,0.933,0.235,0.886,0.006,0.075,0.895,0.003,0,0.011,N<5,N<5,0.294,N<5,N<5,0.618,0.2,0.012,0.107,0.855,0.002,0,0.014,0.038,0.129,0.753,0.008,0.003,0.057,,0.941,0.902,0.622,0.935,0.98,N/A,N/A,0.99,N/A,N/A
,,,10X306,P.S. 306,Elementary,435,0.38,0.34,Fair,Fair,Good,0.81,,0.64,0.83,0.71,0.82,0.95,0.87,0.96,,,0.497,0.503,0,0.189,0.193,0.002,0.099,0.064,> 95%,0.278,0.917,0.002,0.276,0.708,0.007,0,0.002,0,0.256,0.436,0,0,0.282,0.2,0.011,0.332,0.625,0.014,0.008,0.002,0.038,0.129,0.753,0.008,0.003,0.057,14.9,0.897,0.909,0.641,0.952,0.76,N/A,N/A,0.96,N/A,N/A
,,,10X308,Bronx Dance Academy School,Middle,274,0.64,0.51,Excellent,Fair,Good,0.81,0.95,0.61,0.74,0.69,0.88,0.94,0.88,0.92,2.44,2.25,0.701,0.299,0,0.128,0.186,0.007,0.099,0.066,0.909,0.201,0.85,0.015,0.153,0.796,0.007,0.004,0.011,N<5,N<5,N<5,0,0,0.579,0.7,0.053,0.204,0.69,0.013,0.007,0.025,0.033,0.139,0.777,0.007,0.002,0.037,16.9,0.842,0.902,0.62,0.966,0.96,N/A,N/A,0.95,N/A,N/A
,,,10X310,P.S. 310 Marble Hill,Elementary,386,0.45,0.37,Fair,Fair,Good,0.83,0.92,0.64,0.71,0.83,0.84,0.96,0.95,0.91,,,0.513,0.487,0,0.231,0.262,0.023,0.158,0.065,> 95%,0.251,0.909,0.005,0.106,0.868,0.005,0.003,0.003,N<5,N<5,0.395,N<5,N<5,0.512,0.2,0.003,0.146,0.822,0.006,0.002,0.012,0.038,0.129,0.753,0.008,0.003,0.057,3,0.791,0.893,0.585,0.942,0.93,N/A,N/A,0.99,N/A,N/A
,,,10X315,P.S. 315 Lab School,K-8,190,0.54,0.41,Good,Good,Excellent,0.86,0.92,0.67,0.89,0.78,0.92,0.97,0.97,0.98,,,0.563,0.437,0,0.263,0.2,0.037,0.111,0.021,0.917,0.132,0.889,0.011,0.084,0.884,0,0,0.016,N<5,N<5,0.412,0,0,0.471,0.7,0.022,0.111,0.828,0.004,0.002,0.026,0.035,0.138,0.763,0.007,0.003,0.044,13,0.882,0.907,0.613,0.957,0.97,N/A,N/A,1,0,0
,,,10X331,The Bronx School of Young Leaders,Middle,353,0.51,0.41,Good,Good,Good,0.81,0.93,0.55,0.94,0.72,0.96,0.96,0.84,0.96,2.46,2.29,0.507,0.493,0,0.164,0.241,0,0.076,0.133,0.95,0.249,0.904,0.008,0.241,0.739,0.008,0,0.003,N<5,0.194,0.333,0,0,0.278,0.2,0.006,0.318,0.655,0.008,0.004,0.008,0.033,0.139,0.777,0.007,0.002,0.037,16.1,0.75,0.908,0.638,0.968,0.97,N/A,N/A,0.94,0,0.06
,,,10X340,P.S. 340,Elementary,570,0.45,0.36,Fair,Good,Excellent,0.86,0.91,0.73,0.91,0.92,0.93,0.98,0.93,0.98,,,0.481,0.519,0,0.33,0.319,0,0.151,0.133,0.933,0.218,0.868,0.025,0.082,0.853,0.002,0.004,0.025,N<5,N<5,0.328,0,0,0.531,0.3,0.025,0.089,0.851,0.003,0.003,0.024,0.038,0.129,0.753,0.008,0.003,0.057,10,0.953,0.904,0.635,0.949,0.96,N/A,N/A,0.98,N/A,N/A
,,,10X342,International School for Liberal Arts,Middle,135,0.61,0.37,Excellent,Excellent,Good,0.8,0.9,0.71,0.91,0.74,0.86,0.96,0.88,0.95,2.11,2.09,0.393,0.607,0,0.615,0.126,0,0.104,0.022,> 95%,0.407,0.87,0,0,1,0,0,0,N<5,N<5,0.652,0,0,0.174,0.4,0.027,0.102,0.843,0.004,0.001,0.02,0.033,0.139,0.777,0.007,0.002,0.037,4.6,0.717,0.927,0.789,0.941,0.81,N/A,N/A,0.92,N/A,N/A
,,,10X344,Ampark Neighborhood,Elementary,279,0.57,0.61,Good,Good,Excellent,0.87,,0.83,0.78,0.92,0.87,0.98,0.95,0.98,,,0.48,0.52,0,0.047,0.312,0.004,0.179,0.093,0.577,0.05,0.502,0.05,0.1,0.616,0.011,0.007,0.125,N<5,0.192,0.192,N<5,N<5,0.5,0.3,0.021,0.096,0.796,0.009,0,0.057,0.038,0.129,0.753,0.008,0.003,0.057,2.7,0.962,0.928,0.733,0.963,1,0,0,0.97,N/A,N/A
,,,10X360,P.S. 360,Elementary,278,0.34,0.3,Fair,Good,Excellent,0.88,1,0.87,0.9,0.93,0.91,0.98,0.91,0.96,,,0.464,0.536,0,0.259,0.18,0.011,0.094,0.058,0.931,0.158,0.896,0.011,0.086,0.885,0,0,0.014,N<5,N<5,0.313,N<5,N<5,0.594,0.2,0.01,0.081,0.881,0.002,0,0.022,0.038,0.129,0.753,0.008,0.003,0.057,3.1,1,0.905,0.625,0.937,0.98,N/A,N/A,0.94,0,0.06
,,,10X363,Academy For Personal Leadership And Excellence,Middle,742,0.45,0.35,Fair,Good,Good,0.8,0.91,0.68,0.88,0.73,0.87,0.94,0.85,0.95,2.41,2.28,0.469,0.531,0,0.295,0.265,0.008,0.146,0.097,0.947,0.275,0.889,0.015,0.121,0.841,0.003,0.001,0.018,N<5,0.138,0.413,N<5,0,0.4,0.3,0.005,0.179,0.797,0.002,0.002,0.013,0.033,0.139,0.777,0.007,0.002,0.037,14.2,0.85,0.891,0.6,0.955,0.94,0.06,0,0.95,0,0.05
,,,10X368,In-Tech Academy (M.S. / High School 368),Middle,425,0.45,0.41,Good,Good,Good,0.77,0.88,0.69,0.8,0.68,0.77,0.9,0.82,0.93,2.62,2.5,0.478,0.522,0,0.174,0.238,0.007,0.146,0.075,0.874,0.173,0.8,0.016,0.071,0.852,0.007,0.002,0.04,N<5,0.233,0.342,0,0,0.329,0.6,0.032,0.088,0.745,0.003,0.001,0.113,0.033,0.139,0.777,0.007,0.002,0.037,3,0.904,0.918,0.718,0.962,0.8,N/A,N/A,0.97,0,0.03
,,,10X382,"Elementary School for Math, Science, and Technology",Elementary,226,,,,,,0.7,0.85,0.71,0.73,0.71,0.74,0.87,0.86,0.91,,,0.442,0.558,0,0.319,0.27,0,0.15,0.093,> 95%,0.323,0.92,0.013,0.212,0.765,0.004,0,0,N<5,0.217,0.217,0,0,0.391,0.1,0.011,0.179,0.788,0.006,0.006,0.008,0.038,0.129,0.753,0.008,0.003,0.057,,0.826,0.928,0.712,0.959,0.92,N/A,N/A,0.96,N/A,N/A
,,,10X386,School for Environmental Citizenship,Elementary,332,0.48,0.42,Good,Good,Good,0.83,0.67,0.74,0.87,0.9,0.88,0.96,0.91,0.96,,,0.551,0.449,0,0.265,0.181,0.009,0.127,0.018,> 95%,0.226,0.907,0.003,0.114,0.855,0.003,0.009,0.012,N<5,N<5,0.45,N<5,N<5,0.45,0.1,0.011,0.175,0.794,0.005,0.005,0.007,0.038,0.129,0.753,0.008,0.003,0.057,10.8,0.975,0.929,0.731,0.955,0.98,N/A,N/A,1,0,0
,,,10X390,M.S. 390,Middle,334,0.5,0.39,Good,Good,Good,0.73,0.83,0.54,0.74,0.73,0.68,0.88,0.94,0.96,2.47,2.29,0.497,0.503,0,0.243,0.269,0.009,0.177,0.066,> 95%,0.368,0.895,0,0.189,0.796,0,0.003,0.012,0,0.139,0.528,0,0,0.278,0.3,0.012,0.246,0.72,0.009,0.005,0.007,0.033,0.139,0.777,0.007,0.002,0.037,1.9,0.778,0.915,0.725,0.941,0.99,N/A,N/A,0.86,0,0.14
,,,10X391,The Angelo Patri Middle School,Middle,362,0.48,0.3,Good,Excellent,Excellent,0.81,0.9,0.62,0.9,0.71,0.93,0.98,0.94,0.99,2.27,2.07,0.517,0.483,0,0.39,0.276,0.03,0.116,0.11,> 95%,0.318,0.878,0.003,0.199,0.785,0.011,0,0,N<5,0.317,0.293,N<5,0,0.293,0.3,0.005,0.256,0.72,0.009,0.002,0.006,0.033,0.139,0.777,0.007,0.002,0.037,5.3,0.829,0.909,0.694,0.964,0.88,N/A,N/A,0.97,N/A,N/A
,,,10X396,P.S. 396,Elementary,193,0.55,0.43,Good,Good,Excellent,0.79,0.71,0.63,0.84,0.91,0.89,0.97,0.96,0.97,,,0.472,0.528,0,0.285,0.394,0.031,0.269,0.078,> 95%,0.269,0.896,0.01,0.238,0.725,0.016,0,0.01,N<5,N<5,0.239,0,0,0.696,0.2,0.019,0.186,0.774,0.014,0,0.006,0.038,0.129,0.753,0.008,0.003,0.057,13.8,0.804,0.927,0.771,0.958,1,0,0,1,0,0
,,,10X447,Creston Academy,Middle,414,0.49,0.39,Good,Good,Excellent,0.76,0.88,0.64,0.88,0.68,0.88,0.95,0.92,0.98,2.46,2.3,0.495,0.505,0,0.292,0.198,0.007,0.157,0.014,> 95%,0.278,0.884,0.002,0.126,0.86,0.002,0.002,0.007,0,0.205,0.59,0,0,0.205,0.3,0.01,0.174,0.803,0.003,0.001,0.007,0.033,0.139,0.777,0.007,0.002,0.037,1.2,0.821,0.92,0.718,0.954,0.99,N/A,N/A,0.99,N/A,N/A
,,,11X016,P.S. 016 Wakefield,Elementary,314,0.27,0.28,Fair,Good,Excellent,0.89,1,0.75,0.87,0.87,0.87,0.94,0.95,0.97,,,0.548,0.452,0,0.268,0.146,0,0.073,0.035,0.9,0.338,0.841,0.038,0.325,0.538,0.057,0.003,0.019,0,0.435,N<5,0,0,0.478,0.3,0.039,0.393,0.477,0.042,0.009,0.027,0.081,0.409,0.414,0.014,0.006,0.065,4.6,0.783,0.898,0.579,0.961,0.91,N/A,N/A,0.97,N/A,N/A
,,,11X019,P.S. 019 Judith K. Weiss,K-8,648,0.47,0.55,Good,Good,Excellent,0.77,0.84,0.63,0.86,0.65,0.91,0.96,0.93,0.96,,,0.485,0.515,0,0.097,0.154,0.003,0.114,0.005,0.536,0.057,0.505,0.035,0.069,0.37,0.015,0,0.466,0,N<5,0.143,0,0,0.755,0.2,0.046,0.04,0.375,0.009,0,0.47,0.104,0.363,0.417,0.012,0.004,0.088,0,0.714,0.939,0.835,0.964,0.94,N/A,N/A,0.96,0,0.04
,,,11X021,P.S. 021 Philip H. Sheridan,Elementary,479,0.47,0.43,Fair,Fair,Excellent,0.73,0.87,0.59,0.79,0.75,0.85,0.97,0.91,0.96,,,0.457,0.543,0,0.125,0.248,0.015,0.104,0.094,0.922,0.269,0.883,0.023,0.482,0.397,0.015,0.029,0.029,N<5,0.405,N<5,0,0,0.432,0.3,0.013,0.5,0.433,0.018,0.01,0.018,0.081,0.409,0.414,0.014,0.006,0.065,22.2,0.865,0.886,0.545,0.966,0.97,N/A,N/A,0.82,0,0.18
,,,11X041,P.S. 041 Gun Hill Road,Elementary,621,0.33,0.32,Fair,Good,Excellent,0.86,1,0.67,0.89,0.88,0.88,0.98,0.98,0.99,,,0.467,0.533,0,0.143,0.219,0.01,0.118,0.063,0.932,0.187,0.879,0.011,0.44,0.502,0.021,0.003,0.021,N<5,0.367,0.163,0,0,0.408,0.3,0.013,0.391,0.551,0.013,0.005,0.024,0.081,0.409,0.414,0.014,0.006,0.065,6,0.776,0.887,0.547,0.949,0.98,N/A,N/A,1,0,0
